cvegeo,nom_ent,nom_mun,acumulacion,sev_eje1,sev_eje2,sev_eje3
20147,Oaxaca,San Francisco Nuxaño,0,0,0,0
20148,Oaxaca,San Francisco Ozolotepec,0,0,0,0
20149,Oaxaca,San Francisco Sola,3,1,1,1
20150,Oaxaca,San Francisco Telixtlahuaca,0,0,0,0
20151,Oaxaca,San Francisco Teopan,1,0,0,1
20152,Oaxaca,San Francisco Tlapancingo,0,0,0,0
20153,Oaxaca,San Gabriel Mixtepec,2,0,1,1
20154,Oaxaca,San Ildefonso Amatlán,1,0,1,0
20155,Oaxaca,San Ildefonso Sola,1,1,0,0
20156,Oaxaca,San Ildefonso Villa Alta,1,0,1,0
20157,Oaxaca,San Jacinto Amilpas,0,0,0,0
20158,Oaxaca,San Jacinto Tlacotepec,1,0,1,0
20159,Oaxaca,San Jerónimo Coatlán,0,0,0,0
20160,Oaxaca,San Jerónimo Silacayoapilla,1,0,1,0
20161,Oaxaca,San Jerónimo Sosola,0,0,0,0
20162,Oaxaca,San Jerónimo Taviche,0,0,0,0
20163,Oaxaca,San Jerónimo Tecóatl,1,0,1,0
20164,Oaxaca,San Jorge Nuchita,1,0,1,0
20165,Oaxaca,San José Ayuquila,1,0,1,0
20166,Oaxaca,San José Chiltepec,0,0,0,0
20167,Oaxaca,San José del Peñasco,1,0,1,0
20168,Oaxaca,San José Estancia Grande,0,0,0,0
20169,Oaxaca,San José Independencia,1,1,0,0
20170,Oaxaca,San José Lachiguiri,2,1,0,1
20171,Oaxaca,San José Tenango,2,1,0,1
20172,Oaxaca,San Juan Achiutla,0,0,0,0
20173,Oaxaca,San Juan Atepec,1,0,0,1
20174,Oaxaca,Ánimas Trujano,1,0,0,1
20175,Oaxaca,San Juan Bautista Atatlahuca,0,0,0,0
20176,Oaxaca,San Juan Bautista Coixtlahuaca,0,0,0,0
20177,Oaxaca,San Juan Bautista Cuicatlán,2,1,0,1
20178,Oaxaca,San Juan Bautista Guelache,0,0,0,0
20179,Oaxaca,San Juan Bautista Jayacatlán,1,0,0,1
20180,Oaxaca,San Juan Bautista Lo de Soto,0,0,0,0
20181,Oaxaca,San Juan Bautista Suchitepec,3,1,1,1
20182,Oaxaca,San Juan Bautista Tlacoatzintepec,0,0,0,0
20183,Oaxaca,San Juan Bautista Tlachichilco,1,0,1,0
20184,Oaxaca,San Juan Bautista Tuxtepec,1,0,1,0
20185,Oaxaca,San Juan Cacahuatepec,0,0,0,0
20186,Oaxaca,San Juan Cieneguilla,0,0,0,0
20187,Oaxaca,San Juan Coatzóspam,2,1,1,0
20188,Oaxaca,San Juan Colorado,1,1,0,0
20189,Oaxaca,San Juan Comaltepec,0,0,0,0
20190,Oaxaca,San Juan Cotzocón,0,0,0,0
20191,Oaxaca,San Juan Chicomezúchil,1,0,0,1
20192,Oaxaca,San Juan Chilateca,1,0,0,1
20193,Oaxaca,San Juan del Estado,2,0,1,1
20194,Oaxaca,San Juan del Río,1,0,1,0
20195,Oaxaca,San Juan Diuxi,3,1,1,1
20196,Oaxaca,San Juan Evangelista Analco,1,0,0,1
20197,Oaxaca,San Juan Guelavía,1,0,1,0
20198,Oaxaca,San Juan Guichicovi,1,0,1,0
20199,Oaxaca,San Juan Ihualtepec,2,1,1,0
20200,Oaxaca,San Juan Juquila Mixes,2,1,1,0
20201,Oaxaca,San Juan Juquila Vijanos,1,0,0,1
20202,Oaxaca,San Juan Lachao,1,0,1,0
20203,Oaxaca,San Juan Lachigalla,0,0,0,0
20204,Oaxaca,San Juan Lajarcia,0,0,0,0
20205,Oaxaca,San Juan Lalana,1,0,1,0
20206,Oaxaca,San Juan de los Cués,0,0,0,0
20207,Oaxaca,San Juan Mazatlán,0,0,0,0
20208,Oaxaca,San Juan Mixtepec -Dto. 08,2,1,1,0
20209,Oaxaca,San Juan Mixtepec -Dto. 26,3,1,1,1
20210,Oaxaca,San Juan Ñumí,0,0,0,0
20211,Oaxaca,San Juan Ozolotepec,1,0,0,1
20212,Oaxaca,San Juan Petlapa,0,0,0,0
20213,Oaxaca,San Juan Quiahije,1,0,1,0
20214,Oaxaca,San Juan Quiotepec,1,0,1,0
20215,Oaxaca,San Juan Sayultepec,0,0,0,0
20216,Oaxaca,San Juan Tabaá,1,0,0,1
20217,Oaxaca,San Juan Tamazola,0,0,0,0
20218,Oaxaca,San Juan Teita,1,0,0,1
20219,Oaxaca,San Juan Teitipac,3,1,1,1
20220,Oaxaca,San Juan Tepeuxila,0,0,0,0
20221,Oaxaca,San Juan Teposcolula,0,0,0,0
20222,Oaxaca,San Juan Yaeé,0,0,0,0
20223,Oaxaca,San Juan Yatzona,1,0,1,0
20224,Oaxaca,San Juan Yucuita,0,0,0,0
20225,Oaxaca,San Lorenzo,1,1,0,0
20226,Oaxaca,San Lorenzo Albarradas,1,0,1,0
20227,Oaxaca,San Lorenzo Cacaotepec,0,0,0,0
20228,Oaxaca,San Lorenzo Cuaunecuiltitla,2,0,1,1
20229,Oaxaca,San Lorenzo Texmelúcan,1,0,0,1
20230,Oaxaca,San Lorenzo Victoria,0,0,0,0
20231,Oaxaca,San Lucas Camotlán,2,1,0,1
20232,Oaxaca,San Lucas Ojitlán,1,1,0,0
20233,Oaxaca,San Lucas Quiaviní,3,1,1,1
20234,Oaxaca,San Lucas Zoquiápam,0,0,0,0
20235,Oaxaca,San Luis Amatlán,1,0,1,0
20236,Oaxaca,San Marcial Ozolotepec,0,0,0,0
20237,Oaxaca,San Marcos Arteaga,1,0,1,0
20238,Oaxaca,San Martín de los Cansecos,0,0,0,0
20239,Oaxaca,San Martín Huamelúlpam,0,0,0,0
20240,Oaxaca,San Martín Itunyoso,1,1,0,0
20241,Oaxaca,San Martín Lachilá,0,0,0,0
20242,Oaxaca,San Martín Peras,2,0,1,1
20243,Oaxaca,San Martín Tilcajete,0,0,0,0
20244,Oaxaca,San Martín Toxpalan,0,0,0,0
20245,Oaxaca,San Martín Zacatepec,1,0,1,0
20246,Oaxaca,San Mateo Cajonos,2,0,1,1
20247,Oaxaca,Capulálpam de Méndez,0,0,0,0
20248,Oaxaca,San Mateo del Mar,1,1,0,0
20249,Oaxaca,San Mateo Yoloxochitlán,1,0,0,1
20250,Oaxaca,San Mateo Etlatongo,1,0,0,1
20251,Oaxaca,San Mateo Nejápam,1,0,1,0
20252,Oaxaca,San Mateo Peñasco,0,0,0,0
20253,Oaxaca,San Mateo Piñas,1,1,0,0
20254,Oaxaca,San Mateo Río Hondo,0,0,0,0
20255,Oaxaca,San Mateo Sindihui,1,0,0,1
20256,Oaxaca,San Mateo Tlapiltepec,0,0,0,0
20257,Oaxaca,San Melchor Betaza,1,0,1,0
20258,Oaxaca,San Miguel Achiutla,1,0,0,1
20259,Oaxaca,San Miguel Ahuehuetitlán,1,0,1,0
20260,Oaxaca,San Miguel Aloápam,2,0,1,1
20261,Oaxaca,San Miguel Amatitlán,0,0,0,0
20262,Oaxaca,San Miguel Amatlán,0,0,0,0
20263,Oaxaca,San Miguel Coatlán,2,0,1,1
20264,Oaxaca,San Miguel Chicahua,0,0,0,0
20265,Oaxaca,San Miguel Chimalapa,1,1,0,0
20266,Oaxaca,San Miguel del Puerto,2,1,1,0
20267,Oaxaca,San Miguel del Río,0,0,0,0
20268,Oaxaca,San Miguel Ejutla,0,0,0,0
20269,Oaxaca,San Miguel el Grande,0,0,0,0
20270,Oaxaca,San Miguel Huautla,0,0,0,0
20271,Oaxaca,San Miguel Mixtepec,0,0,0,0
20272,Oaxaca,San Miguel Panixtlahuaca,1,0,1,0
20273,Oaxaca,San Miguel Peras,1,0,0,1
20274,Oaxaca,San Miguel Piedras,0,0,0,0
20275,Oaxaca,San Miguel Quetzaltepec,1,0,1,0
20276,Oaxaca,San Miguel Santa Flor,2,1,1,0
20277,Oaxaca,Villa Sola de Vega,2,1,0,1
20278,Oaxaca,San Miguel Soyaltepec,0,0,0,0
20279,Oaxaca,San Miguel Suchixtepec,1,0,0,1
20280,Oaxaca,Villa Talea de Castro,1,0,0,1
20281,Oaxaca,San Miguel Tecomatlán,0,0,0,0
20282,Oaxaca,San Miguel Tenango,0,0,0,0
20283,Oaxaca,San Miguel Tequixtepec,0,0,0,0
20284,Oaxaca,San Miguel Tilquiápam,3,1,1,1
20285,Oaxaca,San Miguel Tlacamama,1,1,0,0
20286,Oaxaca,San Miguel Tlacotepec,2,1,1,0
20287,Oaxaca,San Miguel Tulancingo,0,0,0,0
20288,Oaxaca,San Miguel Yotao,2,0,1,1
20289,Oaxaca,San Nicolás,0,0,0,0
20290,Oaxaca,San Nicolás Hidalgo,1,0,1,0
20291,Oaxaca,San Pablo Coatlán,0,0,0,0
20292,Oaxaca,San Pablo Cuatro Venados,1,0,0,1
20293,Oaxaca,San Pablo Etla,0,0,0,0
20294,Oaxaca,San Pablo Huitzo,0,0,0,0
20295,Oaxaca,San Pablo Huixtepec,1,1,0,0
20296,Oaxaca,San Pablo Macuiltianguis,2,0,1,1
20297,Oaxaca,San Pablo Tijaltepec,0,0,0,0
20298,Oaxaca,San Pablo Villa de Mitla,2,1,1,0
20299,Oaxaca,San Pablo Yaganiza,1,0,0,1
20300,Oaxaca,San Pedro Amuzgos,1,1,0,0
20301,Oaxaca,San Pedro Apóstol,2,1,0,1
20302,Oaxaca,San Pedro Atoyac,0,0,0,0
20303,Oaxaca,San Pedro Cajonos,1,0,0,1
20304,Oaxaca,San Pedro Coxcaltepec Cántaros,1,0,0,1
20305,Oaxaca,San Pedro Comitancillo,0,0,0,0
20306,Oaxaca,San Pedro el Alto,2,0,1,1
20307,Oaxaca,San Pedro Huamelula,1,1,0,0
20308,Oaxaca,San Pedro Huilotepec,2,1,0,1
20309,Oaxaca,San Pedro Ixcatlán,2,1,0,1
20310,Oaxaca,San Pedro Ixtlahuaca,1,1,0,0
20311,Oaxaca,San Pedro Jaltepetongo,1,0,0,1
20312,Oaxaca,San Pedro Jicayán,0,0,0,0
20313,Oaxaca,San Pedro Jocotipac,2,1,0,1
20314,Oaxaca,San Pedro Juchatengo,3,1,1,1
20315,Oaxaca,San Pedro Mártir,2,1,0,1
20316,Oaxaca,San Pedro Mártir Quiechapa,1,0,0,1
20317,Oaxaca,San Pedro Mártir Yucuxaco,0,0,0,0
20318,Oaxaca,San Pedro Mixtepec -Dto. 22,1,1,0,0
20319,Oaxaca,San Pedro Mixtepec -Dto. 26,1,0,0,1
20320,Oaxaca,San Pedro Molinos,0,0,0,0
20321,Oaxaca,San Pedro Nopala,0,0,0,0
20322,Oaxaca,San Pedro Ocopetatillo,2,0,1,1
20323,Oaxaca,San Pedro Ocotepec,2,0,1,1
20324,Oaxaca,San Pedro Pochutla,2,1,1,0
20325,Oaxaca,San Pedro Quiatoni,3,1,1,1
20326,Oaxaca,San Pedro Sochiápam,0,0,0,0
20327,Oaxaca,San Pedro Tapanatepec,2,1,1,0
20328,Oaxaca,San Pedro Taviche,0,0,0,0
20329,Oaxaca,San Pedro Teozacoalco,1,0,0,1
20330,Oaxaca,San Pedro Teutila,0,0,0,0
20331,Oaxaca,San Pedro Tidaá,0,0,0,0
20332,Oaxaca,San Pedro Topiltepec,1,0,0,1
20333,Oaxaca,San Pedro Totolápam,1,0,0,1
20334,Oaxaca,Villa de Tututepec de Melchor Ocampo,2,1,1,0
20335,Oaxaca,San Pedro Yaneri,1,0,0,1
20336,Oaxaca,San Pedro Yólox,1,0,1,0
20337,Oaxaca,San Pedro y San Pablo Ayutla,2,1,1,0
20338,Oaxaca,Villa de Etla,0,0,0,0
20339,Oaxaca,San Pedro y San Pablo Teposcolula,0,0,0,0
20340,Oaxaca,San Pedro y San Pablo Tequixtepec,0,0,0,0
20341,Oaxaca,San Pedro Yucunama,0,0,0,0
20342,Oaxaca,San Raymundo Jalpan,0,0,0,0
20343,Oaxaca,San Sebastián Abasolo,1,0,0,1
20344,Oaxaca,San Sebastián Coatlán,0,0,0,0
20345,Oaxaca,San Sebastián Ixcapa,0,0,0,0
20346,Oaxaca,San Sebastián Nicananduta,0,0,0,0
20347,Oaxaca,San Sebastián Río Hondo,1,0,0,1
20348,Oaxaca,San Sebastián Tecomaxtlahuaca,2,1,1,0
20349,Oaxaca,San Sebastián Teitipac,1,1,0,0
20350,Oaxaca,San Sebastián Tutla,0,0,0,0
20351,Oaxaca,San Simón Almolongas,1,0,1,0
20352,Oaxaca,San Simón Zahuatlán,1,0,1,0
20353,Oaxaca,Santa Ana,0,0,0,0
20354,Oaxaca,Santa Ana Ateixtlahuaca,3,1,1,1
20355,Oaxaca,Santa Ana Cuauhtémoc,1,0,1,0
20356,Oaxaca,Santa Ana del Valle,2,1,1,0
20357,Oaxaca,Santa Ana Tavela,2,1,0,1
20358,Oaxaca,Santa Ana Tlapacoyan,0,0,0,0
20359,Oaxaca,Santa Ana Yareni,2,1,0,1
20360,Oaxaca,Santa Ana Zegache,1,1,0,0
20361,Oaxaca,Santa Catalina Quierí,1,1,0,0
20362,Oaxaca,Santa Catarina Cuixtla,1,0,1,0
20363,Oaxaca,Santa Catarina Ixtepeji,1,0,0,1
20364,Oaxaca,Santa Catarina Juquila,1,0,1,0
20365,Oaxaca,Santa Catarina Lachatao,0,0,0,0
20366,Oaxaca,Santa Catarina Loxicha,1,0,0,1
20367,Oaxaca,Santa Catarina Mechoacán,2,1,1,0
20368,Oaxaca,Santa Catarina Minas,1,1,0,0
20369,Oaxaca,Santa Catarina Quiané,0,0,0,0
20370,Oaxaca,Santa Catarina Tayata,1,0,0,1
20371,Oaxaca,Santa Catarina Ticuá,0,0,0,0
20372,Oaxaca,Santa Catarina Yosonotú,2,1,1,0
20373,Oaxaca,Santa Catarina Zapoquila,2,1,0,1
20374,Oaxaca,Santa Cruz Acatepec,2,1,0,1
20375,Oaxaca,Santa Cruz Amilpas,0,0,0,0
20376,Oaxaca,Santa Cruz de Bravo,1,0,1,0
20377,Oaxaca,Santa Cruz Itundujia,0,0,0,0
20378,Oaxaca,Santa Cruz Mixtepec,0,0,0,0
20379,Oaxaca,Santa Cruz Nundaco,0,0,0,0
20380,Oaxaca,Santa Cruz Papalutla,0,0,0,0
20381,Oaxaca,Santa Cruz Tacache de Mina,1,0,1,0
20382,Oaxaca,Santa Cruz Tacahua,1,0,0,1
20383,Oaxaca,Santa Cruz Tayata,1,0,0,1
20384,Oaxaca,Santa Cruz Xitla,2,0,1,1
20385,Oaxaca,Santa Cruz Xoxocotlán,1,1,0,0
20386,Oaxaca,Santa Cruz Zenzontepec,2,0,1,1
20387,Oaxaca,Santa Gertrudis,1,0,1,0
20388,Oaxaca,Santa Inés del Monte,0,0,0,0
20389,Oaxaca,Santa Inés Yatzeche,3,1,1,1
20390,Oaxaca,Santa Lucía del Camino,0,0,0,0
20391,Oaxaca,Santa Lucía Miahuatlán,2,0,1,1
20392,Oaxaca,Santa Lucía Monteverde,0,0,0,0
20393,Oaxaca,Santa Lucía Ocotlán,2,0,1,1
20394,Oaxaca,Santa María Alotepec,0,0,0,0
20395,Oaxaca,Santa María Apazco,1,1,0,0
20396,Oaxaca,Santa María la Asunción,3,1,1,1
20397,Oaxaca,Heroica Ciudad de Tlaxiaco,0,0,0,0
20398,Oaxaca,Ayoquezco de Aldama,2,0,1,1
20399,Oaxaca,Santa María Atzompa,1,1,0,0
20400,Oaxaca,Santa María Camotlán,0,0,0,0
20401,Oaxaca,Santa María Colotepec,2,1,1,0
20402,Oaxaca,Santa María Cortijo,1,1,0,0
20403,Oaxaca,Santa María Coyotepec,0,0,0,0
20404,Oaxaca,Santa María Chachoápam,0,0,0,0
20405,Oaxaca,Villa de Chilapa de Díaz,1,0,1,0
20406,Oaxaca,Santa María Chilchotla,2,1,0,1
20407,Oaxaca,Santa María Chimalapa,2,1,1,0
20408,Oaxaca,Santa María del Rosario,0,0,0,0
20409,Oaxaca,Santa María del Tule,0,0,0,0
20410,Oaxaca,Santa María Ecatepec,0,0,0,0
20411,Oaxaca,Santa María Guelacé,1,0,0,1
20412,Oaxaca,Santa María Guienagati,1,1,0,0
20413,Oaxaca,Santa María Huatulco,2,1,1,0
20414,Oaxaca,Santa María Huazolotitlán,0,0,0,0
20415,Oaxaca,Santa María Ipalapa,1,0,1,0
20416,Oaxaca,Santa María Ixcatlán,2,1,0,1
20417,Oaxaca,Santa María Jacatepec,0,0,0,0
20418,Oaxaca,Santa María Jalapa del Marqués,1,1,0,0
20419,Oaxaca,Santa María Jaltianguis,1,0,0,1
20420,Oaxaca,Santa María Lachixío,1,0,0,1
20421,Oaxaca,Santa María Mixtequilla,0,0,0,0
20422,Oaxaca,Santa María Nativitas,0,0,0,0
20423,Oaxaca,Santa María Nduayaco,2,1,0,1
20424,Oaxaca,Santa María Ozolotepec,1,0,0,1
20425,Oaxaca,Santa María Pápalo,2,0,1,1
20426,Oaxaca,Santa María Peñoles,1,0,0,1
20427,Oaxaca,Santa María Petapa,2,1,1,0
20428,Oaxaca,Santa María Quiegolani,0,0,0,0
20429,Oaxaca,Santa María Sola,1,1,0,0
20430,Oaxaca,Santa María Tataltepec,2,1,0,1
20431,Oaxaca,Santa María Tecomavaca,0,0,0,0
20432,Oaxaca,Santa María Temaxcalapa,1,0,1,0
20433,Oaxaca,Santa María Temaxcaltepec,1,0,1,0
20434,Oaxaca,Santa María Teopoxco,1,0,1,0
20435,Oaxaca,Santa María Tepantlali,2,1,1,0
20436,Oaxaca,Santa María Texcatitlán,0,0,0,0
20437,Oaxaca,Santa María Tlahuitoltepec,1,0,0,1
20438,Oaxaca,Santa María Tlalixtac,2,0,1,1
20439,Oaxaca,Santa María Tonameca,2,1,1,0
20440,Oaxaca,Santa María Totolapilla,0,0,0,0
20441,Oaxaca,Santa María Xadani,1,0,1,0
20442,Oaxaca,Santa María Yalina,1,0,0,1
20443,Oaxaca,Santa María Yavesía,0,0,0,0
20444,Oaxaca,Santa María Yolotepec,0,0,0,0
20445,Oaxaca,Santa María Yosoyúa,1,0,0,1
20446,Oaxaca,Santa María Yucuhiti,1,0,0,1
20447,Oaxaca,Santa María Zacatepec,1,0,1,0
20448,Oaxaca,Santa María Zaniza,1,0,0,1
20449,Oaxaca,Santa María Zoquitlán,0,0,0,0
20450,Oaxaca,Santiago Amoltepec,2,1,0,1
20451,Oaxaca,Santiago Apoala,0,0,0,0
20452,Oaxaca,Santiago Apóstol,3,1,1,1
20453,Oaxaca,Santiago Astata,1,1,0,0
20454,Oaxaca,Santiago Atitlán,3,1,1,1
20455,Oaxaca,Santiago Ayuquililla,1,0,1,0
20456,Oaxaca,Santiago Cacaloxtepec,2,1,1,0
20457,Oaxaca,Santiago Camotlán,1,0,1,0
20458,Oaxaca,Santiago Comaltepec,0,0,0,0
20459,Oaxaca,Santiago Chazumba,0,0,0,0
20460,Oaxaca,Santiago Choápam,1,0,1,0
20461,Oaxaca,Santiago del Río,2,1,0,1
20462,Oaxaca,Santiago Huajolotitlán,0,0,0,0
20463,Oaxaca,Santiago Huauclilla,0,0,0,0
20464,Oaxaca,Santiago Ihuitlán Plumas,0,0,0,0
20465,Oaxaca,Santiago Ixcuintepec,1,0,0,1
20466,Oaxaca,Santiago Ixtayutla,3,1,1,1
20467,Oaxaca,Santiago Jamiltepec,1,1,0,0
20468,Oaxaca,Santiago Jocotepec,1,0,1,0
20469,Oaxaca,Santiago Juxtlahuaca,1,1,0,0
20470,Oaxaca,Santiago Lachiguiri,2,1,1,0
20471,Oaxaca,Santiago Lalopa,1,0,1,0
20472,Oaxaca,Santiago Laollaga,0,0,0,0
20473,Oaxaca,Santiago Laxopa,1,0,0,1
20474,Oaxaca,Santiago Llano Grande,0,0,0,0
20475,Oaxaca,Santiago Matatlán,0,0,0,0
20476,Oaxaca,Santiago Miltepec,1,1,0,0
20477,Oaxaca,Santiago Minas,1,0,1,0
20478,Oaxaca,Santiago Nacaltepec,0,0,0,0
20479,Oaxaca,Santiago Nejapilla,1,0,1,0
20480,Oaxaca,Santiago Nundiche,1,1,0,0
20481,Oaxaca,Santiago Nuyoó,1,0,0,1
20482,Oaxaca,Santiago Pinotepa Nacional,1,1,0,0
20483,Oaxaca,Santiago Suchilquitongo,1,1,0,0
20484,Oaxaca,Santiago Tamazola,0,0,0,0
20485,Oaxaca,Santiago Tapextla,0,0,0,0
20486,Oaxaca,Villa Tejúpam de la Unión,0,0,0,0
20487,Oaxaca,Santiago Tenango,1,0,0,1
20488,Oaxaca,Santiago Tepetlapa,1,0,1,0
20489,Oaxaca,Santiago Tetepec,0,0,0,0
20490,Oaxaca,Santiago Texcalcingo,2,0,1,1
20491,Oaxaca,Santiago Textitlán,1,0,0,1
20492,Oaxaca,Santiago Tilantongo,0,0,0,0
20493,Oaxaca,Santiago Tillo,1,0,0,1
20494,Oaxaca,Santiago Tlazoyaltepec,0,0,0,0
20495,Oaxaca,Santiago Xanica,2,1,1,0
20496,Oaxaca,Santiago Xiacuí,0,0,0,0
20497,Oaxaca,Santiago Yaitepec,2,0,1,1
20498,Oaxaca,Santiago Yaveo,1,1,0,0
20499,Oaxaca,Santiago Yolomécatl,1,0,0,1
20500,Oaxaca,Santiago Yosondúa,0,0,0,0
20501,Oaxaca,Santiago Yucuyachi,1,0,1,0
20502,Oaxaca,Santiago Zacatepec,2,1,0,1
20503,Oaxaca,Santiago Zoochila,0,0,0,0
20504,Oaxaca,Nuevo Zoquiápam,1,0,0,1
20505,Oaxaca,Santo Domingo Ingenio,1,0,1,0
20506,Oaxaca,Santo Domingo Albarradas,1,0,0,1
20507,Oaxaca,Santo Domingo Armenta,0,0,0,0
20508,Oaxaca,Santo Domingo Chihuitán,0,0,0,0
20509,Oaxaca,Santo Domingo de Morelos,2,1,1,0
20510,Oaxaca,Santo Domingo Ixcatlán,2,1,0,1
20511,Oaxaca,Santo Domingo Nuxaá,0,0,0,0
20512,Oaxaca,Santo Domingo Ozolotepec,2,0,1,1
20513,Oaxaca,Santo Domingo Petapa,1,1,0,0
20514,Oaxaca,Santo Domingo Roayaga,2,1,0,1
20515,Oaxaca,Santo Domingo Tehuantepec,1,1,0,0
20516,Oaxaca,Santo Domingo Teojomulco,2,0,1,1
20517,Oaxaca,Santo Domingo Tepuxtepec,3,1,1,1
20518,Oaxaca,Santo Domingo Tlatayápam,0,0,0,0
20519,Oaxaca,Santo Domingo Tomaltepec,2,0,1,1
20520,Oaxaca,Santo Domingo Tonalá,1,0,1,0
20521,Oaxaca,Santo Domingo Tonaltepec,1,0,0,1
20522,Oaxaca,Santo Domingo Xagacía,1,0,0,1
20523,Oaxaca,Santo Domingo Yanhuitlán,1,0,0,1
20524,Oaxaca,Santo Domingo Yodohino,2,0,1,1
20525,Oaxaca,Santo Domingo Zanatepec,2,1,1,0
20526,Oaxaca,Santos Reyes Nopala,2,1,1,0
20527,Oaxaca,Santos Reyes Pápalo,2,0,1,1
20528,Oaxaca,Santos Reyes Tepejillo,2,0,1,1
20529,Oaxaca,Santos Reyes Yucuná,1,0,1,0
20530,Oaxaca,Santo Tomás Jalieza,0,0,0,0
20531,Oaxaca,Santo Tomás Mazaltepec,0,0,0,0
20532,Oaxaca,Santo Tomás Ocotepec,0,0,0,0
20533,Oaxaca,Santo Tomás Tamazulapan,1,0,1,0
20534,Oaxaca,San Vicente Coatlán,1,0,0,1
20535,Oaxaca,San Vicente Lachixío,0,0,0,0
20536,Oaxaca,San Vicente Nuñú,0,0,0,0
20537,Oaxaca,Silacayoápam,1,0,1,0
20538,Oaxaca,Sitio de Xitlapehua,0,0,0,0
20539,Oaxaca,Soledad Etla,0,0,0,0
20540,Oaxaca,Villa de Tamazulápam del Progreso,0,0,0,0
20541,Oaxaca,Tanetze de Zaragoza,1,0,0,1
20542,Oaxaca,Taniche,2,1,1,0
20543,Oaxaca,Tataltepec de Valdés,1,1,0,0
20544,Oaxaca,Teococuilco de Marcos Pérez,1,0,0,1
20545,Oaxaca,Teotitlán de Flores Magón,1,1,0,0
20546,Oaxaca,Teotitlán del Valle,2,1,0,1
20547,Oaxaca,Teotongo,0,0,0,0
20548,Oaxaca,Tepelmeme Villa de Morelos,0,0,0,0
20549,Oaxaca,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",1,0,1,0
20550,Oaxaca,San Jerónimo Tlacochahuaya,0,0,0,0
20551,Oaxaca,Tlacolula de Matamoros,1,1,0,0
20552,Oaxaca,Tlacotepec Plumas,0,0,0,0
20553,Oaxaca,Tlalixtac de Cabrera,1,1,0,0
20554,Oaxaca,Totontepec Villa de Morelos,2,0,1,1
20555,Oaxaca,Trinidad Zaachila,1,1,0,0
20556,Oaxaca,La Trinidad Vista Hermosa,0,0,0,0
20557,Oaxaca,Unión Hidalgo,0,0,0,0
20558,Oaxaca,Valerio Trujano,0,0,0,0
20559,Oaxaca,San Juan Bautista Valle Nacional,0,0,0,0
20560,Oaxaca,Villa Díaz Ordaz,2,0,1,1
20561,Oaxaca,Yaxe,1,1,0,0
20562,Oaxaca,Magdalena Yodocono de Porfirio Díaz,0,0,0,0
20563,Oaxaca,Yogana,2,1,1,0
20564,Oaxaca,Yutanduchi de Guerrero,1,0,0,1
20565,Oaxaca,Villa de Zaachila,1,1,0,0
20566,Oaxaca,San Mateo Yucutindoo,0,0,0,0
20567,Oaxaca,Zapotitlán Lagunas,1,0,1,0
20568,Oaxaca,Zapotitlán Palmas,1,0,1,0
20569,Oaxaca,Santa Inés de Zaragoza,0,0,0,0
20570,Oaxaca,Zimatlán de Álvarez,1,1,0,0
21001,Puebla,Acajete,1,0,1,0
21002,Puebla,Acateno,1,1,0,0
21003,Puebla,Acatlán,1,1,0,0
21004,Puebla,Acatzingo,1,0,1,0
21005,Puebla,Acteopan,1,1,0,0
21006,Puebla,Ahuacatlán,1,0,0,1
21007,Puebla,Ahuatlán,0,0,0,0
21008,Puebla,Ahuazotepec,0,0,0,0
21009,Puebla,Ahuehuetitla,0,0,0,0
21010,Puebla,Ajalpan,2,1,0,1
21011,Puebla,Albino Zertuche,1,0,1,0
21012,Puebla,Aljojuca,0,0,0,0
21013,Puebla,Altepexi,2,1,1,0
21014,Puebla,Amixtlán,2,1,0,1
21015,Puebla,Amozoc,0,0,0,0
21016,Puebla,Aquixtla,0,0,0,0
21017,Puebla,Atempan,1,0,0,1
21018,Puebla,Atexcal,0,0,0,0
21019,Puebla,Atlixco,0,0,0,0
21020,Puebla,Atoyatempan,2,0,1,1
21021,Puebla,Atzala,1,0,0,1
21022,Puebla,Atzitzihuacán,0,0,0,0
21023,Puebla,Atzitzintla,1,0,0,1
21024,Puebla,Axutla,2,1,1,0
21025,Puebla,Ayotoxco de Guerrero,2,1,0,1
21026,Puebla,Calpan,0,0,0,0
21027,Puebla,Caltepec,1,1,0,0
21028,Puebla,Camocuautla,1,0,1,0
21029,Puebla,Caxhuacan,2,1,0,1
21030,Puebla,Coatepec,0,0,0,0
21031,Puebla,Coatzingo,1,0,1,0
21032,Puebla,Cohetzala,0,0,0,0
21033,Puebla,Cohuecan,0,0,0,0
21034,Puebla,Coronango,0,0,0,0
21035,Puebla,Coxcatlán,2,1,0,1
21036,Puebla,Coyomeapan,1,0,1,0
21037,Puebla,Coyotepec,1,1,0,0
21038,Puebla,Cuapiaxtla de Madero,1,0,1,0
21039,Puebla,Cuautempan,0,0,0,0
21040,Puebla,Cuautinchán,0,0,0,0
21041,Puebla,Cuautlancingo,0,0,0,0
21042,Puebla,Cuayuca de Andrade,0,0,0,0
21043,Puebla,Cuetzalan del Progreso,0,0,0,0
21044,Puebla,Cuyoaco,0,0,0,0
21045,Puebla,Chalchicomula de Sesma,0,0,0,0
21046,Puebla,Chapulco,2,1,0,1
21047,Puebla,Chiautla,1,1,0,0
21048,Puebla,Chiautzingo,0,0,0,0
21049,Puebla,Chiconcuautla,1,0,0,1
21050,Puebla,Chichiquila,1,0,1,0
